economy,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
MNE,25.3501,27.1,28.9,30.8,32.9,35.1,37.5,35.6115,56.8388,60.31,63.8869,68.1198,69.8816,71.2723,71.5171,73.4767,77.6088,82.2197,88.2219,89.8052,88.8826
MNG,,,,9.0,9.8,10.0,10.2,12.5,16.4,17.7,19.9424,22.5,22.2658,23.7143,47.13,51.08,62.5,81.6068,82.1725,83.0162,
MNP,,,,,,,,,,,,,,,,,,,,,
MOZ,0.679448,0.854357,0.842954,0.91,1.56,2.68,4.17,4.6,5.0,5.5,6.0,6.5,7.0,7.79633,10.9,12.4793,14.2874,16.3576,18.7913,19.8434,
MRT,0.48147,0.669966,0.979661,1.43361,1.87,2.28,4.0,4.5,5.0,6.2,11.8,17.6,19.2328,21.0172,22.967,25.0978,27.4262,29.9707,34.3001,37.3809,
MUS,13.6891,15.1722,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.1168,44.8033,50.1393,52.1913,55.4032,58.5962,61.73,67.7329,71.6,75.5,79.5,
MWI,0.347505,0.384489,0.425137,0.965865,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,6.0,6.3,7.0,8.79829,11.0586,13.8995,17.4703,17.0457,17.9881,
MYS,42.2523,48.6292,51.638,55.7,55.8,55.9,56.3,61.0,65.8,57.0575,63.6654,71.0641,78.7883,80.1405,81.201,84.1871,89.555,96.7514,97.3986,97.6927,98.0206
NAC,,68.3,69.3,74.8,74.3,71.9,72.5,71.0,75.5,72.8,74.4,76.1,86.1,87.8,89.1,89.7,90.5,91.5,92.6,93.3,94.4
NAM,3.80472,4.01005,4.39887,4.83561,5.329,6.5,11.6,12.0,12.9414,13.9,14.84,25.6879,31.0333,36.8374,42.8,49.8,57.8608,60.26,61.1485,64.4061,
NCL,30.298,32.359,33.5157,35.05,34.51,33.99,42.0,50.0,58.0,66.0,70.0,74.0018,,82.0058,,,,,,,
NER,0.189934,0.221341,0.294034,0.390391,0.7,0.76,0.83,0.9,1.05,1.15,1.24868,2.47622,4.32276,10.2243,,16.6119,17.0375,17.474,23.2982,23.1879,
NGA,1.28614,3.54916,5.54504,6.77,8.0,9.3,11.5,13.8,16.1,19.1,21.0,22.5,24.1,25.9,27.7,29.7,31.8888,35.5098,37.6975,39.2136,
NIC,2.32066,2.56635,2.80557,3.9,5.3,7.3,10.0,10.6,13.5,15.5,17.6,19.7043,24.5718,30.4,33.913,37.8319,42.2037,47.0806,49.1307,58.2314,
NLD,68.52,81.0,83.7,85.82,87.42,89.63,90.72,91.42,92.86,93.9564,91.6667,91.7241,90.411,93.1973,91.8919,93.2886,91.3333,92.053,92.5197,97.0068,
NOR,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.49,94.65,95.0534,96.3005,96.8103,97.2982,96.3576,96.4917,98.0,94.6076,99.0,99.0,99.0,
NPL,0.449844,0.826551,1.14139,1.41,1.73,1.97,7.93,9.0,11.1493,13.3,15.44,17.5816,20.7,24.3,28.6,33.3366,38.8576,45.293,53.8878,55.7716,
NRU,,,,,,,,54.0,,,,,,62.3851,,74.7379,81.6554,,,,
NZL,61.8476,62.7202,69.0,69.76,72.03,79.7,80.46,81.23,81.6445,82.78,84.0,85.2,86.5,87.7,89.0,89.8637,95.2342,96.1151,96.1942,96.1638,
OED,,,,,,,,,,,,,,,,,,,,,
OMN,6.75885,6.68358,8.29972,16.68,20.0,26.8,35.8278,48.0,60.0,66.45,70.22,73.53,76.8454,80.1856,85.5,90.2594,95.2323,95.2388,95.2453,95.2517,95.2517
OSS,,,,,,,,,,,,,,,,,,,,,
PAK,6.16432,6.33233,6.5,6.8,7.0,7.5,8.0,8.0,8.1,9.0,10.0,11.0,12.3854,13.78,15.34,17.0709,18.9348,21.4107,24.2103,27.3759,
PAN,11.1409,11.484,17.3496,22.29,33.82,39.08,40.1,42.7,40.3019,44.03,44.9238,51.2054,54.0,59.9506,61.8055,63.6284,70.0097,77.031,77.7041,68.5485,
PER,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2447,40.8526,45.4617,50.4504,55.0543,59.9505,65.2518,71.1078,74.675,79.4848,81.9571
PHL,5.24363,5.39764,5.74059,5.97,6.22,9.0,25.0,29.0,30.8,32.7,34.7,36.9,39.2,41.6,44.1,43.0266,53.7649,66.9078,75.2111,83.7661,
PLW,26.9703,,,,,,,,,,,,,,,,,,,,
PNG,1.50791,1.71619,1.75449,1.79056,1.15,1.61,1.28,2.0,3.5,5.1,6.5,7.9,9.60154,11.2092,,19.9783,24.3969,23.2437,23.7315,24.0667,
POL,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.95,62.31,62.8492,66.5987,67.997,73.3007,75.9854,77.5417,80.4359,83.1849,85.3749,86.9411,86.4147,88.585
PRE,,,,,,,,,,,,,,,,,,,,,
PRI,22.1307,23.4001,25.4424,27.86,38.0,41.5,45.3,48.0,69.0,69.0,76.1339,63.4663,68.6438,68.7408,70.8564,77.7364,,84.7867,87.2918,,
PRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
PRT,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.25,60.34,62.0956,64.5924,68.6329,70.4236,73.7912,74.661,75.3464,78.2617,82.309,84.4969,85.7901,88.487
PRY,3.45244,7.90701,7.96207,11.21,14.27,18.9,19.8,24.7635,29.34,36.9,43.0074,49.7163,53.4041,61.0758,64.9935,68.5176,73.9575,77.0184,76.2592,78.0948,81.5781
PSE,4.4009,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.6652,56.7,59.9,63.3,64.4,70.6226,76.01,82.1783,88.6469,86.6377,
PSS,,,,,,,,,,,,,,,,,,,,,
PST,,,,,,,,,,,,,,,,,,,,,
PYF,17.8845,21.5422,25.108,28.59,33.87,44.6,49.0,49.0,52.8766,56.8,60.68,64.5602,68.4404,72.7039,,,,,,,
QAT,20.7016,24.7335,28.9741,37.0,44.3,53.1,69.0,69.0,69.3,85.3,91.49,92.8848,95.1247,97.3888,99.6528,99.6528,99.6528,99.6528,99.6528,99.6528,
ROU,15.0,21.5,24.66,28.3,32.42,36.6,39.93,40.01,45.88,49.7645,54.0783,55.7632,59.504,63.7473,70.6813,73.6575,78.4553,83.5904,85.5031,89.2034,91.2905
RUS,12.8594,15.2267,18.0233,24.66,32.0,42.55,49.0,58.0,66.0,67.97,70.5176,70.0992,73.0914,76.0081,80.8647,82.6422,84.9947,88.2138,90.418,92.245,94.365
RWA,0.430854,0.556041,,2.11539,4.5,7.7,8.0,7.0,8.02385,9.0,10.6,12.5,14.6,17.2,19.2,21.358,23.8,24.4416,31.2252,34.2005,
SAS,,2.1,2.6,3.7,4.1,4.9,7.1,9.4,10.4,11.7,13.0,14.7,16.7,18.8,20.9,29.7,42.5,48.0,54.2,58.3,62.8
SAU,10.2345,12.705,19.4596,30.0,36.0,38.0,41.0,47.5,54.0,60.5,64.7137,69.6162,74.8793,94.1756,93.31,95.7247,97.8623,100.0,100.0,100.0,100.0
SDN,0.791562,1.29204,,8.66,,,,,,,,,14.1,18.6,24.6,25.9,26.4383,,,,
SEN,4.38602,4.78668,5.61174,6.89,7.12,7.5,8.0,9.8,10.8,13.1,17.7,21.7,25.6648,29.6431,35.3,43.4,53.3088,57.2554,59.2246,60.6122,
SGP,62.0,61.0,59.0,69.9,69.0,69.0,71.0,71.0,72.0,80.9021,79.0292,79.013,84.4523,84.4523,88.1656,88.9493,92.0043,96.9247,95.9539,94.2852,94.3776
SLB,0.649673,0.844308,1.64635,2.0,3.0,4.0,5.0,6.0,6.9974,8.0,9.0,10.0005,11.0009,15.1,20.9,26.3406,33.1974,41.8392,42.094,42.4597,
SLE,0.203008,0.215392,0.227669,0.239835,0.25,0.26,0.58,0.9,2.5,4.0,6.0573,6.34442,11.7732,13.2369,14.4223,15.7137,17.1208,18.6539,19.2287,20.635,
SLV,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.3214,23.1093,24.7617,26.8026,28.9971,33.8207,43.8,50.4912,54.6014,61.7527,65.5298,67.6558,
SMR,50.5663,50.2596,50.2087,50.3648,54.52,54.21,,49.6,,,,,,60.1823,,67.8507,77.95,81.67,85.0607,87.0278,
SOM,1.05345,1.07733,1.10022,1.12224,1.14269,1.16061,,1.25,1.3767,1.5,1.63,1.76,1.88,2.00405,,,15.0237,,27.6,,
SRB,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.4504,62.0751,65.317,67.0568,70.3308,73.3607,77.4168,78.368,81.1659,83.5383,85.3575,87.6907
SSA,,2.2,2.8,3.7,4.2,4.9,6.7,8.3,9.9,11.8,13.9,16.3,18.5,20.4,22.8,25.3,28.0,30.3,32.7,33.5,34.7
SSD,,,,,,,,,,2.2,2.6,3.0,3.5,4.1,4.8,6.7,9.27123,,,,
SSF,,2.0,2.6,3.1,3.6,4.3,6.0,7.5,9.2,11.2,13.4,16.2,18.3,20.0,22.0,24.4,26.7,29.0,31.1,32.3,33.6
SST,,19.6,21.1,23.3,25.6,28.7,32.0,35.5,38.5,41.2,44.7,47.7,50.9,55.6,58.0,62.1,65.6,69.1,70.5,71.7,72.5
STP,13.3229,13.7595,14.182,14.5905,15.48,16.41,18.75,20.1612,21.5724,23.0,24.41,25.82,28.0,32.6,38.0,44.3,51.5547,61.5241,61.5535,61.4607,
SUR,6.07605,6.40309,9.49963,14.11,21.06,31.36,31.59,32.0,34.6812,37.4,40.08,42.7638,45.4,48.9452,55.1,62.0,69.8369,76.572,77.6494,78.3958,
SVK,52.89,55.19,56.08,61.8,66.05,70.0,75.71,74.44,76.71,77.8826,79.9843,77.6347,80.4759,81.6257,80.4489,82.8537,89.9209,88.9256,89.0677,87.2131,89.8251
SVN,40.81,46.81,54.01,56.74,58.0,64.0,70.0,67.34,68.35,72.6756,71.5863,73.0987,75.4985,78.8854,79.75,83.1084,86.6013,89.004,88.9125,90.3779,90.7636
SWE,83.89,84.83,87.76,82.01,90.0,91.0,90.0,92.77,93.18,94.7836,92.5236,90.6102,89.6509,93.0063,89.247,94.4934,94.5394,94.6703,95.0097,95.7033,95.5293
SWZ,3.22869,3.69696,3.69654,4.1,6.85,8.94,11.04,18.13,20.7818,24.7,25.0,25.643,28.57,35.3,39.4,43.9,49.013,53.9953,57.465,57.62,
SXM,,,,,,,,,,,,,,,,,,,,,
SYC,24.2721,25.4133,34.952,38.38,40.44,,41.0,43.164,47.076,50.4,51.2547,54.2596,56.5147,62.6,69.2,76.6,84.8223,87.3383,87.0353,87.4009,
SYR,4.32159,5.64811,7.83255,11.5,14.0,17.3,20.7,22.5,24.3001,26.2,28.09,29.9798,31.8696,32.7,33.77,34.65,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,
TCD,0.36092,0.399258,0.581046,0.847225,1.19,1.5,1.7,1.9,2.1,2.5,2.9,3.5,5.8,6.4,7.0,7.6,8.34311,13.1283,12.4865,13.1832,
TEA,,8.4,10.3,14.5,19.5,24.0,29.3,32.7,36.1,38.7,41.1,44.1,50.2,54.6,59.8,64.3,72.7,78.3,82.3,85.0,86.8
TEC,,14.6,17.7,23.0,28.2,34.7,40.0,45.4,50.7,53.5,57.7,59.4,63.3,67.0,71.8,75.2,78.6,82.6,85.2,87.3,88.9
TGO,1.5,1.8,2.0,2.2,2.4,2.6,3.0,3.5,4.0,4.5,5.7,7.12,11.31,12.3602,15.5,20.7273,29.0237,30.3384,35.5105,37.0223,
THA,10.6773,15.026,17.1607,20.03,18.2,20.1,22.4,23.6699,26.46,28.94,34.8861,39.3161,47.505,52.8919,56.8175,66.6524,77.8437,85.2696,87.9772,89.5353,90.8672
TJK,0.0774799,0.29869,3.77241,7.19762,8.78,10.07,11.55,13.03,14.51,16.0,17.49,18.98,20.47,21.96,,,27.5441,49.8409,53.1078,56.791,
TKM,0.754054,0.997257,1.31957,1.40636,1.75,1.95,3.0,5.0,7.1958,9.6,12.2,14.9968,17.9903,21.251,,,,,,,
TLA,,16.7,20.9,23.9,26.7,31.3,35.0,39.7,43.4,46.4,49.0,54.7,57.7,60.2,63.5,67.7,73.8,75.9,77.3,80.2,81.8
TLS,,0.0990318,0.5,1.0,1.5,2.0,3.0,4.0,7.0,11.0,17.5,18.6,21.2,24.2,27.6,28.0046,32.0127,35.042,34.5102,34.0207,
TMN,,7.4,8.3,9.6,11.6,13.4,15.3,16.7,18.6,21.1,24.5,27.4,30.6,34.6,37.4,41.3,46.2,50.0,53.8,55.7,57.8
TON,3.95237,4.90778,5.85394,7.17987,8.11077,10.0,16.0,25.0,30.0,32.754,35.9544,38.6513,39.95,46.2,,,,57.5486,57.7181,58.5334,
TSA,,2.1,2.6,3.7,4.1,4.9,7.1,9.4,10.4,11.7,13.0,14.7,16.7,18.8,20.9,29.7,42.5,48.0,54.2,58.3,62.8
TSS,,2.0,2.5,3.4,3.8,4.5,6.1,7.6,9.2,11.1,13.3,16.1,18.2,19.9,22.1,24.4,26.8,28.9,31.1,32.1,33.3
TTO,27.0243,28.9767,30.0037,32.3,34.8,44.3,48.5,55.2,57.5,59.9,62.4,65.1,67.8,70.6,72.8,75.0,77.2813,84.3658,84.4957,84.6994,
TUN,8.52882,9.65509,12.9864,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.6,55.5002,64.1908,66.7,68.5564,68.3155,70.5532,72.3542,
TUR,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.0657,45.13,46.25,51.0374,53.745,58.3477,64.6846,71.0428,73.9767,77.6696,81.4084,83.4372,85.9607,87.3079
TUV,7.6,8.3,9.1,10.0,11.2,12.8,14.6,16.5,18.7,21.2,24.1,27.3,31.0,35.2,42.2865,50.7996,61.0265,73.3124,73.5846,74.3146,
TZA,0.877575,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7.0,10.0,13.5042,14.4634,15.4907,16.5909,17.7693,19.0314,22.101,29.0638,
UGA,0.719971,1.74221,2.52936,3.67197,3.88,4.1,4.3,4.6,4.8,5.1,5.4,5.8,5.9,,,,7.4,10.0,11.1246,15.2524,8.94983
UKR,3.48948,3.74976,4.50612,6.55,11.0,17.9,23.3,28.7083,35.27,40.9541,46.236,48.8846,53.001,58.8895,62.5532,70.1248,75.0379,79.2183,82.6753,82.3755,
UMC,,10.2,12.5,16.6,21.2,25.8,30.6,34.5,38.3,41.4,44.3,47.9,53.3,57.7,62.2,67.5,74.9,79.4,82.7,85.3,86.9
URY,17.0631,20.0882,29.4,34.0,39.3,41.8,46.4,51.4047,54.4538,57.69,61.4625,64.5708,66.4,70.3224,80.7268,83.3515,85.471,87.6444,89.873,89.896,91.9911
USA,64.7583,67.9681,68.9312,75.0,74.0,71.0,71.69,69.7295,74.7,71.4,73.0,74.5542,85.5444,87.2749,88.4989,89.4303,90.3447,91.2684,92.2016,93.1444,
UZB,2.59373,3.34351,6.38832,7.4906,9.08011,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.7913,48.7,55.2,70.4,71.1,76.5904,83.9,89.0136,
VCT,7.37117,9.19828,12.0,16.0,21.0,31.0,33.7,36.7,40.0,43.5,47.4,49.4,51.5,53.7,56.0,59.5763,63.381,67.4287,71.7226,75.9927,
VEN,8.40447,12.553,15.2247,20.83,25.88,32.7,37.37,40.22,49.0501,54.9,57.0,58.0,60.0,61.6,,,,,,,
VGB,,,,,,36.0,37.0,37.4,37.6,,,,77.7014,77.7043,,,,,,,
VIR,27.377,27.3443,27.3326,27.3393,27.3618,27.3965,31.22,35.6,40.5479,45.3,50.07,54.8391,59.6083,64.3775,,,,,,,
VNM,7.64241,12.7399,17.2546,20.7554,23.92,26.55,30.65,35.07,36.8,38.5,41.0,45.0,53.0,58.14,69.8479,68.6616,70.3,74.21,78.59,78.08,84.15
VUT,4.7466,5.08233,5.85059,6.8,7.26912,7.5,8.0,9.2,10.598,11.3,18.8,22.3514,24.0,30.8,33.989,37.5081,41.3916,45.6772,45.6747,45.7313,
WLD,,15.6,17.2,20.2,22.8,25.3,28.4,30.9,33.3,35.3,37.4,39.9,43.6,46.3,49.4,53.9,60.1,63.8,67.0,69.2,71.2
WSM,3.07553,3.35259,4.46917,4.74998,5.03162,6.0,7.0,11.0,12.9225,15.3,21.2,25.407,31.7,39.4,43.1336,47.2211,51.6959,56.5947,57.3288,58.1386,
XKX,,,,,,,,,,,,,,83.8936,89.443,,,,,,
YEM,0.881223,1.0486,1.24782,5.01,6.89,9.96,12.35,14.905,17.4465,20.0,22.55,24.0854,24.5792,26.7184,,,13.8152,,,,
ZAF,8.42512,7.48854,7.60714,8.06538,8.43,10.0,24.0,33.97,41.0,46.5,49.0,51.9191,54.0,56.1674,62.4,69.6969,72.1128,74.9686,75.4556,75.6592,
ZMB,1.1,1.3,1.6,1.9,2.2,2.5,3.0,3.5,4.1,4.8,6.5,8.8,10.3,12.2,14.3,18.7,24.5,32.5,15.0,33.0,
ZWE,2.1,2.4,2.4,3.0,3.5,4.0,6.4,8.4,12.0,15.5,16.3647,22.7428,23.12,24.4,25.0,26.5883,29.2986,37.0967,37.8861,38.4266,
